"b_pubid","b_sourceid","b_classname","b_batchid","b_credate","b_upddate","b_creator","b_updator","b_pendingactions","b_matchgrp","b_oldmatchgrp","b_xgrp","b_confirmationstatus","b_confscore","b_confscoretype","b_hassuggmerge","b_suggmergeid","b_suggmergeconfscore","b_suggmergeconfscoretype","b_suggmergemasterscount","id","b_oldsdpk","b_confirmedsdpk","first_name","last_name","phonetic_first_name","phonetic_last_name","normalized_first_name","normalized_last_name","nickname","member_id","date_of_birth","normalized_street","normalized_city","normalized_state","source_email","cleansed_email","valid_email_domain","source_phone","standardized_phone","phone_geocoding_data","value_status","person_type","mdm_id","effective_update_date","addstreet","addcity","addstate","addpostal_code","addcountry","melgeo_street","melgeo_locality","melgeo_postal_code","melgeo_admin_level1","melgeo_admin_lvl2","melgeo_country_long","melgeo_country_short","mellatitude","mellongitude","melstatus_code","googeo_street","googeo_locality","googeo_postal_code","googeo_admin_level1","googeo_admin_lvl2","googeo_country_long","googeo_country_short","goolatitude","goolongitude","goostatus_code","osmgeo_street","osmgeo_locality","osmgeo_postal_code","osmgeo_admin_level1","osmgeo_admin_lvl2","osmgeo_country_long","osmgeo_country_short","osmlatitude","osmlongitude","osmstatus_code","guess_gender"
MKT,"1367261",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,651,,,NOT_CONFIRMED,,,true,833,78,AVG_TRANS_MATCH_SCORE,2,10299,,,Fran,Sahagun,FRN,SHKN,fran,sahagun,frannie,"407-16-8942",1981-11-17,"220 S 6TH AVE",MINNEAPOLIS,MINNESOTA,francine@sahagun.com,francine@sahagun.com,"0","612-340-7052",(612) 340-7052,"Minneapolis, MN",NORMAL,CUSTOMER,,2025-03-11 17:14:19.737,"220 S 6th Ave",Minneapolis,MN,"55402",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
MKT,"1364815",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,729,,,NOT_CONFIRMED,,,,,,,,10342,,,Chuck,Mattos,KK,MTS,chuck,mattos,chuck,"914-26-2010",1985-09-11,"137 FARNSWORTH AVE",BORDENTOWN,NEW JERSEY,charlie@mattos.com,charlie@mattos.com,"1","609-298-3130",(609) 298-3130,New Jersey,NORMAL,CUSTOMER,,2025-03-11 17:14:19.501,"137 Farnsworth Ave",Bordentown,NJ,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1366323",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,730,,,NOT_CONFIRMED,,,,,,,,10343,,,Ed,Markes,ET,MRKS,ed,markes,eddy,"110-25-9931",1970-06-11,"2444 MADISON RD",CINCINNATI,OHIO,elisa@markes.com,elisa@markes.com,"1","513-871-6770",(513) 871-6770,"Cincinnati, OH",NORMAL,CUSTOMER,,2025-03-11 17:14:19.650,"2444 Madison Rd",Cincinnati,OH,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1367021",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,731,,,NOT_CONFIRMED,,,,,,,,10344,,,Nelly,Graniela,NL,KRNL,nelly,graniela,nelly,"767-71-2121",1991-03-09,"925 L AVE",SACRAMENTO,CALIFORNIA,e@graniela.com,e@graniela.com,"1","916-442-88","91644288",,,PROSPECT,,2025-03-11 17:14:20.288,"925 L Ave",Sacramento,CA,"95814",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
MKT,"1367501",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,733,,,NOT_CONFIRMED,,,,,,,,10345,,,Shanna,Seyfarth,XN,SFR0,shanna,seyfarth,shanna,"938-22-1997",1970-08-01,"631 GROVE AVE",JERSEY CITY,NEW JERSEY,shanna@seyfarth.com,shanna@seyfarth.com,"1","201-659-6516",(201) 659-6516,New Jersey,,PROSPECT,,2025-03-11 17:14:20.469,"631 Grove Ave",Jersey City,NJ,"07310",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
MKT,"1370265",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,735,,,NOT_CONFIRMED,,,,,,,,10346,,,Betsy,Pravata,BTS,PRFT,betsy,pravata,betsy,"549-59-7385",1987-12-12,"659 S RIVER AVE",AURORA,ILLINOIS,betsy@pravata.com,betsy@pravata.com,"0","630-801-2462",(630) 801-2462,"Aurora, IL",,PROSPECT,,2025-03-11 17:14:19.390,"659 S River Ave",Aurora,IL,"60506",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
MKT,"1372469",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,736,,,NOT_CONFIRMED,,,,,,,,10347,,,Billie,Balliew,BL,BL,billie,balliew,billie,"511-15-6389",1975-12-09,"200 MAIN AVE",FALMOUTH,MASSACHUSETTS,billie@balliew.com,billie@wallet.com,"1","508-548-4717",(508) 548-4717,"Falmouth, MA",,PROSPECT,,2025-03-11 17:14:19.395,"200 Main Ave",Falmouth,MA,"02540",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1372958",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,737,,,NOT_CONFIRMED,,,,,,,,10348,,,Leann,Creecy,LN,KRS,leann,creecy,leann,"206-34-5526",1974-03-17,"3850 W 20TH AVE",CLEVELAND,OHIO,leann@creecy.com,leann@creecy.com,"1","216-749-0767",(216) 749-0767,"Cleveland, OH",NORMAL,CUSTOMER,,2025-03-11 17:14:20.053,"3850 W 20th Ave",Cleveland,OH,"44109",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
MKT,"1445951",Person,88,2025-03-19 11:12:06.945,2025-03-19 11:12:06.945,semadmin,semadmin,NONE,954,,,NOT_CONFIRMED,,,,,,,,10594,,,Gabbie,Orrett,KB,ORT,gabbie,orrett,gabbie,"31",1995-08-12,"1 HUDSON PLACE",WUFENG,,gorrett19@plala.or.jp,gorrett19@plala.or.jp,"1",,,,NORMAL,CUSTOMER,,2025-03-19 11:12:01.998,"1 Hudson Place",Wufeng,,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
MKT,"1404880",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,576,,,NOT_CONFIRMED,,,true,819,78,AVG_TRANS_MATCH_SCORE,4,10269,,,John,Edelman,JN,ETLM,john,edelman,jack,"905-96-5314",1976-09-03,"591 REDWOOD HWY STE 1200",MILL VALLEY,CALIFORNIA,john@jedelman.com,john@jedelman.com,"1","415.381.9176",(415) 381-9176,"Mill Valley, CA",NORMAL,CUSTOMER,,2025-03-11 17:14:19.912,"591 Redwood Hwy Suite 1200",Mill Valley,CA,"94941",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1401213",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,635,,,NOT_CONFIRMED,,,true,830,78,AVG_TRANS_MATCH_SCORE,2,10293,,,Juliana,Quimby,JLN,KMB,juliana,quimby,juliana,"284-11-7213",1977-06-17,"615 FRANKLIN TPKE",RIDGEWOOD,NEW JERSEY,juliana@quimby.com,juliana@quimby.com,"0","201.444.6741",(201) 444-6741,New Jersey,,PROSPECT,,2025-03-11 17:14:19.954,"615 Franklin Tpke",Ridgewood,NJ,"07450",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
MKT,"1399642",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,748,,,NOT_CONFIRMED,,,true,845,78,AVG_TRANS_MATCH_SCORE,3,10331,,,Emily,Michaels,EML,MXLS,emily,michaels,emmy,"743-71-5476",1983-05-09,"108 W RANDOLPH AVE",ENID,OKLAHOMA,michaels@gouker.com,michaels@gouker.com,"1","580-233-9834",(580) 233-9834,"Enid, OK",HIGH,CUSTOMER,,2025-03-11 17:14:19.693,"108 W Randolph Avenue",Enid,OK,"73701",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
MKT,"1398995",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,754,,,NOT_CONFIRMED,,,true,846,78,AVG_TRANS_MATCH_SCORE,2,10334,,,Henry,Masters,HNR,MSTR,henry,masters,hank,"200-40-6182",1978-12-04,"7220 WOODLAND DR",INDIANAPOLIS,INDIANA,harry@icloudnet.com,harry@icloudnet.com,"0","317-290-2614",(317) 290-2614,"Indianapolis, IN",,PROSPECT,,2025-03-11 17:14:19.805,"7220 Woodland Dr",Indianapolis,IN,"46278",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1398789",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,786,,,NOT_CONFIRMED,,,,,,,,10350,,,Leopoldo,Michna,LPLT,MXN,leopoldo,michna,leopoldo,"113-79-2637",1986-10-06,"166 BOULDER DR",FITCHBURG,MASSACHUSETTS,leopoldo@michna.com,leopoldo@michna.com,"1","978-343-6343",(978) 343-6343,"Fitchburg, MA",NORMAL,CUSTOMER,,2025-03-11 17:14:20.073,"166 Boulder Dr",Fitchburg,MA,"01420",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1399171",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,788,,,NOT_CONFIRMED,,,,,,,,10351,,,Francesco,Roecker,FRNS,RKR,francesco,roecker,francesco,"447-97-5557",1986-02-17,"334 US HIGHWAY 46",WAYNE,NEW JERSEY,francesco@roecker.com,francesco@roecker.com,"1","973-890-9344",(973) 890-9344,New Jersey,NORMAL,CUSTOMER,,2025-03-11 17:14:19.745,"334 Us Highway 46",Wayne,NJ,"07470",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1413179",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,663,,,NOT_CONFIRMED,,,true,837,68,AVG_TRANS_MATCH_SCORE,2,10309,,,Jude,Warstler,JT,WRST,jude,warstler,jude,"425-37-2578",1975-10-24,"205 MADISON AVE",SCRANTON,PENNSYLVANIA,jude@warstler.com,jude@warstler.com,"0","346-7206","346-7206",,,PROSPECT,,2025-03-11 17:14:19.947,"205 Madison Ave",Scranton,PA,"18503",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1422861",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,679,,,NOT_CONFIRMED,,,true,839,78,AVG_TRANS_MATCH_SCORE,2,10314,,,Linda,Bamfield,LNT,BMFL,linda,bamfield,lynn,,1981-10-18,"2094 WHITE PLAINS RD",BRONX,NEW YORK,lynda@bamfield.com,lynda@bamfield.com,"0","3474302736",(347) 430-2736,New York,HIGH,CUSTOMER,,2025-03-11 17:14:20.157,"2094 White Plains Rd",Bronx,NY,"10462",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
MKT,"1416366",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,699,,,NOT_CONFIRMED,,,true,843,78,AVG_TRANS_MATCH_SCORE,2,10326,,,Saul,Rave,SL,RF,saul,rave,saul,"649-29-3863",1986-04-19,"1500 N 13TH ST",READING,PENNSYLVANIA,saul@rave.com,saul@rave.com,"1",(484) 375-7261,(484) 375-7261,Pennsylvania,NORMAL,CUSTOMER,,2025-03-11 17:14:20.456,"1500 N 13th St",Reading,PA,"19604",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1410024",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,798,,,NOT_CONFIRMED,,,,,,,,10357,,,Homer,Southwood,HMR,S0WT,homer,southwood,homer,"100-74-1322",1995-06-01,"1430 N MEACHAM RD",SCHAUMBURG,ILLINOIS,homer@southwood.com,homer@southwood.com,"1","884-7511","884-7511",,NORMAL,CUSTOMER,,2025-03-11 17:14:19.811,"1430 N Meacham Rd",Schaumburg,IL,"60173",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1412252",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,799,,,NOT_CONFIRMED,,,,,,,,10358,,,Alice,Shabazz,ALS,XBS,alice,shabazz,elsie,"556-72-6258",1985-09-12,"16 S KETCHAM AVE",AMITYVILLE,NEW YORK,alyce@shabazz.com,alyce@shabazz.com,"1","691-6477","691-6477",,,PROSPECT,,2025-03-11 17:14:19.312,"16 S Ketcham Ave",Amityville,NY,"11701",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
MKT,"1413527",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,801,,,NOT_CONFIRMED,,,,,,,,10359,,,Daron,Seyfarth,TRN,SFR0,daron,seyfarth,daron,"953-28-7468",1991-09-25,"1211 SW 5TH AVE",PORTLAND,OREGON,daron@seyfarth.com,daron@seyfarth.com,"1","796-4738","796-4738",,NORMAL,CUSTOMER,,2025-03-11 17:14:19.578,"1211 Sw 5th Ave",Portland,OR,"97204",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1414505",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,802,,,NOT_CONFIRMED,,,,,,,,10360,,,Jarod,Mercury,JRT,MRKR,jarod,mercury,jarod,"410-80-1433",1995-10-21,"5901 N WESTERN AVE",OKLAHOMA CITY,OKLAHOMA,jarod@mercury.com,jarod@mercury.com,"1","2907","2907",,NORMAL,CUSTOMER,,2025-03-11 17:14:19.855,"5901 N Western Ave",Oklahoma City,OK,"73118",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1420684",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,804,,,NOT_CONFIRMED,,,,,,,,10361,,,Delmar,Quimby,TLMR,KMB,delmar,quimby,delmar,"633-22-6397",1981-08-03,"212 W GIBSON DR",GREENVILLE,MICHIGAN,delmar@quimby.com,delmar@quimby.com,"0","754-6715","754-6715",,NORMAL,CUSTOMER,,2025-03-11 17:14:19.597,"212 W Gibson Dr",Greenville,MI,"48838",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1123060",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,571,,,NOT_CONFIRMED,,,true,816,78,AVG_TRANS_MATCH_SCORE,6,10252,,,Mary-Ann,Markes,MRN,MRKS,mary-ann,markes,mary-ann,,1899-12-31,"1200 SUMMER ST #-103",STAMFORD,CONNECTICUT,maryann@markes.com,maryann@markes.com,"1","203-967-5612",(203) 967-5612,"Stamford, CT",HIGH,CUSTOMER,,2025-03-11 17:14:20.222,"1200 Summer St #-103",Stamford,CT,"06905",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1313060",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,571,,,NOT_CONFIRMED,,,true,816,78,AVG_TRANS_MATCH_SCORE,6,10253,,,Mary-ann,Markes,MRN,MRKS,mary-ann,markes,mary-ann,,1993-11-18,"1200 SUMMER ST APT #103",STAMFORD,CONNECTICUT,maryann@markes.com,maryann@markes.com,"1","203-967-5612",(203) 967-5612,"Stamford, CT",HIGH,CUSTOMER,,2025-03-11 17:14:20.226,"1200 SUMMER ST APT #103",STAMFORD,CONNECTICUT,"06905",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
CRM,"1316294",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,573,,,NOT_CONFIRMED,,,true,817,70,AVG_TRANS_MATCH_SCORE,6,10258,,,Ray,Amason,R,AMSN,ray,amason,raymond,"933-15-1090",1975-12-16,"3 DEPOT ST",WAPAKONETA,OHIO,rey@amason.com,rey@amason.com,"1","419 738 9241",(419) 738-9241,"Wapakoneta, OH",HIGH,CUSTOMER,,2025-03-11 17:14:20.396,"3 Depot St",Wapakoneta,OH,"45665",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1336294",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,573,,,NOT_CONFIRMED,,,true,817,70,AVG_TRANS_MATCH_SCORE,6,10262,,,Ray,Amason,R,AMSN,ray,amason,raymond,"933-15-1090",1975-12-16,"3 DEPOT ST",WAPAKONETA,OHIO,ray@amason.com,ray@amason.com,"1","419.738.9241",(419) 738-9241,"Wapakoneta, OH",HIGH,CUSTOMER,,2025-03-11 17:14:20.383,"3 Depot St",Wapakoneta,OH,"45665",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1326294",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,573,,,NOT_CONFIRMED,,,true,817,70,AVG_TRANS_MATCH_SCORE,6,10259,,,Ray,Amason,R,AMSN,ray,amason,raymond,"933-15-1090",1975-12-16,"3 DEPOT ST",WAPAKONETA,OHIO,rey@amason.com,rey@amason.com,"1","419-738-9241",(419) 738-9241,"Wapakoneta, OH",HIGH,CUSTOMER,,2025-03-11 17:14:20.379,"3 Depot St",Wapakoneta,OH,"45665",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1320830",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,574,,,NOT_CONFIRMED,,,true,818,78,AVG_TRANS_MATCH_SCORE,5,10264,,,Jass,Ellerbusch,JS,ELRB,jass,ellerbusch,jass,"585-96-9870",1991-12-11,"73 S HAMILTON AVE",DOYLESTOWN,PENNSYLVANIA,jass@ellerbusch.com,jass@ellerbusch.com,"1","215-348-5078",(215) 348-5078,"Doylestown, PA",,PROSPECT,,2025-03-11 17:14:19.870,"73 S Hamilton Ave",Doylestown,PA,"18901",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1334125",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,574,,,NOT_CONFIRMED,,,true,818,78,AVG_TRANS_MATCH_SCORE,5,10265,,,Jasmine,Ellerbusch,JSMN,ELRB,jasmine,ellerbusch,jass,"585-96-9870",1991-12-11,"73 S HAMILTON AVE",DOYLESTOWN,PENNSYLVANIA,jass@ellerbusch.com,jass@ellerbusch.com,"1","215-348-5078",(215) 348-5078,"Doylestown, PA",,PROSPECT,,2025-03-11 17:14:19.866,"73 S Hamilton Ave",Doylestown,PA,"18901",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1333590",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,576,,,NOT_CONFIRMED,,,true,819,78,AVG_TRANS_MATCH_SCORE,4,10270,,,John,Edelman,JN,ETLM,john,edelman,jack,,1976-09-03,"591 REDWOOD HWY #-1200",MILL VALLEY,CALIFORNIA,john@jedelman.com,john@jedelman.com,"1","415.381.9176",(415) 381-9176,"Mill Valley, CA",NORMAL,CUSTOMER,,2025-03-11 17:14:19.907,"591 Redwood Hwy #-1200",Mill Valley,CA,"94941",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1432608",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,813,,,NOT_CONFIRMED,,,,,,,,10362,,,Merle,Cha,MRL,K,merle,cha,merle,"302-89-2694",1986-11-26,"450 S AUSTRALIAN AVE",WEST PALM BEACH,FLORIDA,merle@cha.com,merle@cha.com,"1","832-1820","832-1820",,,PROSPECT,,2025-03-11 17:14:20.247,"450 S Australian Ave",West Palm Beach,FL,"33401",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
MKT,"1433965",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,814,,,NOT_CONFIRMED,,,,,,,,10363,,,Ronnie,Ellerbusch,RN,ELRB,ronnie,ellerbusch,ronald,"134-45-7905",1995-06-02,"1126 17TH AVE",MONROE,WISCONSIN,ron@ellerbusch.com,ron@ellerbusch.com,"1","325-2068","325-2068",,NORMAL,CUSTOMER,,2025-03-11 17:14:20.413,"1126 17th Ave",Monroe,WI,"53566",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1353672",Person,86,2025-03-11 17:14:24.247,2025-03-11 17:20:13.194,semadmin,semadmin,NONE,858,,,NOT_CONFIRMED,,,false,,,,,10277,10277,,Angelica,Miller,ANJL,MLR,angelica,miller,angelica,"992-13-6271",1986-11-23,"1427 NW DAVIS ST",PORTLAND,OREGON,angelica@aldaba.com,angelica@aldaba.com,"1","503-228-3027",(503) 228-3027,"Portland, OR",NORMAL,CUSTOMER,,2025-03-11 17:18:18.858,"1427 Nw Davis St",Portland,OR,"67206",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1353445",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,586,,,NOT_CONFIRMED,,,true,821,78,AVG_TRANS_MATCH_SCORE,2,10275,,,Vernice,Southwood,FRNS,S0WT,vernice,southwood,vernice,"948-20-5524",1987-10-22,"8 COMMERCIAL BLVD",MEDFORD,NEW YORK,vernice@southwood.com,vernice@southwood.com,"1","631-698-8293",(631) 698-8293,New York,NORMAL,CUSTOMER,,2025-03-11 17:14:20.626,"8 Commercial Blvd",Medford,NY,"11783",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1350480",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,581,,,NOT_CONFIRMED,,,,,,,,10364,,,Quinn,Mitchen,KN,MXN,quinn,mitchen,quinn,"360-80-7860",1992-01-12,"67616 DESERT VIEW AVE",DESERT HOT SPRINGS,CALIFORNIA,quinn@mitchen.com,quinn@mitchen.com,"1","760-329-3382",(760) 329-3382,"Desert Hot Spgs, CA",,PROSPECT,,2025-03-11 17:14:20.360,"67616 Desert View Ave",Desert Hot Springs,CA,"62240",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1351779",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,582,,,NOT_CONFIRMED,,,,,,,,10365,,,Lyman,Wengel,LMN,WNJL,lyman,wengel,lyman,"502-29-7214",1986-01-02,"1225 17TH ST",DENVER,COLORADO,lyman@wengel.com,lyman@wengel.com,"1","303-292-4338",(303) 292-4338,"Denver, CO",,PROSPECT,,2025-03-11 17:14:20.151,"1225 17th St",Denver,CO,"60202",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1352226",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,583,,,NOT_CONFIRMED,,,,,,,,10366,,,Lucinda,Clingingsmith,LSNT,KLNJ,lucinda,clingingsmith,lu,"486-31-7842",1993-03-18,"91195 HANUA ST",KAPOLEI,HAWAII,lucy@clingingsmith.com,lucy@clingingsmith.com,"1","808-682-3122",(808) 682-3122,"Kapolei, HI",,PROSPECT,,2025-03-11 17:14:20.142,"91195 Hanua St",Kapolei,HI,"68707",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1352415",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,584,,,NOT_CONFIRMED,,,,,,,,10367,,,Tuan,Corbett,TN,KRBT,tuan,corbett,tuan,"920-47-5281",1992-11-09,"16 MAPLE ST",MECHANIC FALLS,MAINE,tuan@corbett.com,tuan@corbett.com,"0","207-345-7845",(207) 345-7845,"Mechanic Falls, ME",,PROSPECT,,2025-03-11 17:14:20.622,"16 Maple St",Mechanic Falls,ME,"04258",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1352961",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,585,,,NOT_CONFIRMED,,,,,,,,10368,,,Harry,Elbers,HR,ELBR,harry,elbers,harold,"657-49-2831",1995-11-17,"106 T ST",EUREKA,CALIFORNIA,harold@elbers.com,harold@elbers.com,"1","707-442-1642",(707) 442-1642,"Eureka, CA",,PROSPECT,,2025-03-11 17:14:19.796,"106 T St",Eureka,CA,"65501",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1353814",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,588,,,NOT_CONFIRMED,,,,,,,,10369,,,Ross,Taulman,RS,TLMN,ross,taulman,ross,"168-32-5112",1978-11-06,"1201 3RD AVE #-3400",SEATTLE,WASHINGTON,roscoe@taulman.com,roscoe@taulman.com,"0","206-682-4857",(206) 682-4857,"Seattle, WA",NORMAL,CUSTOMER,,2025-03-11 17:14:20.422,"1201 3rd Ave #-3400",Seattle,WA,"66101",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE
CRM,"1355424",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,589,,,NOT_CONFIRMED,,,,,,,,10370,,,Liza,Assante,LS,ASNT,liza,assante,liza,"559-56-8906",1981-12-03,"8589 DARROW RD",TWINSBURG,OHIO,liza@assante.com,liza@assante.com,"1","330-425-7382",(330) 425-7382,"Twinsburg, OH",NORMAL,CUSTOMER,,2025-03-11 17:14:20.116,"8589 Darrow Road",Twinsburg,OH,"44067",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1357165",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,594,,,NOT_CONFIRMED,,,true,823,78,AVG_TRANS_MATCH_SCORE,2,10279,,,Caroline,LaPalme,KRLN,LPLM,caroline,lapalme,carol,"345-92-3352",1991-03-26,"4910 DEPARTURE DR",RALEIGH,NORTH CAROLINA,carol.lapalme@yahoo.com,carol.lapalme@yahoo.com,"1","919-876-7612",(919) 876-7612,"Raleigh, NC",HIGH,CUSTOMER,,2025-03-11 17:14:19.468,"4910 Departure Drive",Raleigh,NC,"27616",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE
CRM,"1363457",Person,85,2025-03-11 17:14:24.247,2025-03-11 17:14:24.247,semadmin,semadmin,NONE,598,,,NOT_CONFIRMED,,,true,824,78,AVG_TRANS_MATCH_SCORE,2,10281,,,Zay,Hendel,S,HNTL,zay,hendel,zay,"970-12-1028",1979-08-01,"2332 E DIVISION ST",SPRINGFIELD,MISSOURI,isaiah@hendel.com,isaiah@hendel.com,"1","417-864-1286",(417) 864-1286,"Springfield, MO",NORMAL,CUSTOMER,,2025-03-11 17:14:20.667,"2332 E Division St",Springfield,MO,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
